precision,recall,f-score 
0.9316109422492401,0.998371335504886,0.9638364779874213
0.9135618479880775,0.998371335504886,0.9540856031128405
0.8909883720930233,0.998371335504886,0.9416282642089093
0.8695035460992908,0.998371335504886,0.9294920394238059
0.8573426573426574,0.998371335504886,0.9224981188863807
0.8502080443828016,0.998371335504886,0.9183520599250936
0.842032967032967,0.998371335504886,0.9135618479880776
0.8306233062330624,0.998371335504886,0.9068047337278107
0.8250336473755047,0.998371335504886,0.9034635224760501
0.8173333333333334,0.998371335504886,0.8988269794721409
0.8129973474801061,0.998371335504886,0.8961988304093568
0.8108465608465608,0.998371335504886,0.8948905109489051
0.809775429326288,0.998371335504886,0.8942377826404084
0.8089591567852438,1.0,0.8943918426802623
0.8100263852242744,1.0,0.8950437317784257
0.8076416337285902,0.998371335504886,0.8929351784413693
0.8023560209424084,0.998371335504886,0.8896952104499275
0.8013071895424837,0.998371335504886,0.889050036258158
0.8002610966057441,0.998371335504886,0.8884057971014493
0.7971391417425228,0.998371335504886,0.8864786695589297
0.7930142302716688,0.998371335504886,0.8839221341023792
0.7909677419354839,0.998371335504886,0.8826493880489561
0.7869062901155327,0.998371335504886,0.8801148600143573
0.7858974358974359,0.998371335504886,0.87948350071736
0.7838874680306905,0.998371335504886,0.8782234957020058
0.7828863346104725,0.998371335504886,0.8775948460987832
0.780891719745223,0.998371335504886,0.8763402430307362
0.7769328263624842,0.998371335504886,0.8738417676407698
0.773989898989899,0.998371335504886,0.8719772403982929
0.7701005025125628,0.998371335504886,0.8695035460992908
0.7614906832298136,0.998371335504886,0.8639887244538407
0.7549261083743842,0.998371335504886,0.8597475455820477
0.7521472392638037,0.998371335504886,0.8579426172148357
0.7484737484737485,0.998371335504886,0.8555478018143755
0.7466504263093788,0.998371335504886,0.8543554006968641
0.7412333736396615,0.998371335504886,0.8507980569049272
0.7350119904076738,0.998371335504886,0.8466850828729281
0.7332535885167464,0.998371335504886,0.8455172413793103
0.726303317535545,0.998371335504886,0.840877914951989
0.722877358490566,0.998371335504886,0.8385772913816689
0.722877358490566,0.998371335504886,0.8385772913816689
0.7220259128386337,0.998371335504886,0.8380041011619959
0.7211764705882353,0.998371335504886,0.837431693989071
0.7203290246768508,0.998371335504886,0.8368600682593857
0.7203290246768508,0.998371335504886,0.8368600682593857
0.696590909090909,0.998371335504886,0.820615796519411
0.6378772112382934,0.998371335504886,0.7784126984126984
0.6051332675222113,0.998371335504886,0.7535341118623233
0.5815939278937381,0.998371335504886,0.7350119904076738
0.5634191176470589,0.998371335504886,0.7203290246768508
0.5424778761061947,0.998371335504886,0.7029816513761467
0.5293609671848014,0.998371335504886,0.6918735891647856
0.5217021276595745,0.998371335504886,0.6852990497484628
0.5129707112970712,0.998371335504886,0.677722498618021
0.5041118421052632,0.998371335504886,0.669945355191257
0.49716139497161393,0.998371335504886,0.6637791012452625
0.4904,0.998371335504886,0.657725321888412
0.48382004735595896,0.998371335504886,0.6517809675704412
0.4785323965651834,0.998371335504886,0.6469656992084432
0.4744582043343653,0.998371335504886,0.6432318992654774
0.4697318007662835,0.998371335504886,0.6388744137571651
0.4654517843583903,0.998371335504886,0.6349041947177628
0.46264150943396226,0.998371335504886,0.6322846828261991
0.45848915482423336,0.998371335504886,0.628395694515633
0.4554234769687964,0.998371335504886,0.6255102040816326
0.4527326440177253,0.998371335504886,0.6229674796747968
0.44974321349963314,0.998371335504886,0.620131512392514
