precision,recall,f-score 
0.8741007194244604,0.7864077669902912,0.82793867120954
0.7704918032786885,0.8365695792880259,0.8021722265321956
0.6916129032258065,0.8673139158576052,0.7695620961952621
0.6542168674698795,0.8786407766990292,0.7499999999999999
0.6019629225736096,0.8932038834951457,0.7192182410423452
0.563710499490316,0.8948220064724919,0.6916823014383989
0.5185528756957328,0.9045307443365695,0.6591981132075471
0.6871401151631478,0.5792880258899676,0.6286215978928885
0.46622734761120266,0.9158576051779935,0.6179039301310043
0.4986225895316804,0.8786407766990292,0.6362038664323374
0.5248677248677248,0.8025889967637541,0.634676903390915
0.3987473903966597,0.9271844660194175,0.5576642335766423
0.39915671117357693,0.919093851132686,0.5565899069083782
0.541095890410959,0.63915857605178,0.5860534124629081
0.4277821625887924,0.8770226537216829,0.5750663129973476
0.45152603231597843,0.813915857605178,0.5808314087759815
0.4069329314242653,0.8737864077669902,0.5552699228791774
0.46108490566037735,0.6326860841423948,0.5334242837653479
0.4075867635189669,0.8171521035598706,0.5438879913839525
0.3804034582132565,0.8543689320388349,0.5264207377866401
0.42679127725856697,0.6650485436893204,0.5199240986717267
0.36689655172413793,0.86084142394822,0.5145067698259188
0.34014869888475835,0.8883495145631068,0.4919354838709677
0.32517482517482516,0.9029126213592233,0.47814910025706936
0.3824074074074074,0.6682847896440129,0.48645465253239106
0.2889447236180904,0.93042071197411,0.4409509202453988
0.3425488873904248,0.8220064724919094,0.4835792479771538
0.31480397893504974,0.8705501618122977,0.4623979372582725
0.29473135106937925,0.9142394822006472,0.4457593688362919
0.29199372056514916,0.9029126213592233,0.4412811387900357
0.33915806195393167,0.6909385113268608,0.45498135322322847
0.30174844895657077,0.8656957928802589,0.4475115014638226
0.3373313343328336,0.7281553398058253,0.4610655737704918
0.2792566549472627,0.8996763754045307,0.42621694135684174
0.28601921024546423,0.8673139158576052,0.43017656500802565
0.277749619868221,0.8867313915857605,0.42300270165959086
0.30298818624044477,0.7055016181229773,0.42391832766164317
0.2677088422081094,0.8867313915857605,0.4112570356472795
0.26136363636363635,0.8932038834951457,0.4043956043956044
0.30297029702970296,0.7427184466019418,0.43037974683544306
0.29791395045632335,0.7394822006472492,0.4247211895910781
0.29585427135678394,0.7621359223300971,0.42624434389140275
0.2776381909547739,0.7152103559870551,0.4
0.2439982540375382,0.9045307443365695,0.3843245101409419
0.27195121951219514,0.7216828478964401,0.3950398582816652
0.23936398796733993,0.901294498381877,0.3782682512733446
0.2676991150442478,0.7831715210355987,0.3990107172300083
0.26910112359550564,0.7750809061488673,0.3994995829858215
0.23026584867075664,0.9110032362459547,0.3676134508651649
0.26359600443951164,0.7686084142394822,0.3925619834710744
0.2236635220125786,0.9207119741100324,0.359898798228969
0.2562257885998893,0.7491909385113269,0.3818556701030928
0.24438067910090866,0.8268608414239482,0.3772609819121447
0.24770146024878312,0.7411003236245954,0.371301175516822
0.2437466737626397,0.7411003236245954,0.3668402082498998
0.24067262217551236,0.7411003236245954,0.36334787782625944
0.2399403874813711,0.7815533980582524,0.3671607753705815
0.23983739837398374,0.7637540453074434,0.3650425367362723
0.2334512379989894,0.7475728155339806,0.3557951482479784
0.2247191011235955,0.8414239482200647,0.3547066848567531
0.22371850564726325,0.8333333333333334,0.3527397260273973
0.22837706511175898,0.7605177993527508,0.351270553064275
0.2259941804073715,0.7540453074433657,0.34776119402985073
0.21668742216687423,0.8446601941747572,0.3448959365708622
0.21102737009123362,0.86084142394822,0.33896145269194017
0.20977917981072555,0.86084142394822,0.3373493975903615
0.21629084215370456,0.7605177993527508,0.33679684700824075
0.2141260616897631,0.7750809061488673,0.3355516637478108
0.21242124212421243,0.7637540453074434,0.33239436619718316
0.21029476462824462,0.7734627831715211,0.3306814251124179
0.2083692838654012,0.7815533980582524,0.3290190735694823
0.20637656182679878,0.7750809061488673,0.3259612112963593
0.205761316872428,0.8090614886731392,0.3280839895013123
0.20319730753050064,0.7815533980582524,0.3225375626043406
0.20158597662771285,0.7815533980582524,0.32050431320504313
0.1989202657807309,0.7750809061488673,0.3165895571711831
0.1974652493867539,0.7815533980582524,0.3152741514360313
0.1953883495145631,0.7815533980582524,0.312621359223301
0.19397590361445782,0.7815533980582524,0.3108108108108108
0.19233807266982622,0.7880258899676376,0.30920634920634915
0.19119351100811124,0.8009708737864077,0.3086997193638915
0.18940858136838037,0.7928802588996764,0.3057722308892356
0.18766653977921582,0.7977346278317152,0.30385208012326653
0.18717179294823705,0.8074433656957929,0.3038976857490865
0.18407012195121952,0.7815533980582524,0.29796421961752007
0.18358208955223881,0.7961165048543689,0.29836264402668283
0.18218773096821878,0.7977346278317152,0.29663056558363415
0.18152524167561762,0.8203883495145631,0.297273526824978
0.1779816513761468,0.7847896440129449,0.29015854023332344
0.17655125128556737,0.8333333333333334,0.29137199434229133
0.17576853526220615,0.7864077669902912,0.28731894767957433
0.17614230903383327,0.8171521035598706,0.2898134863701578
0.17338995046001415,0.7928802588996764,0.2845528455284553
0.17075596816976127,0.8333333333333334,0.2834342322509631
0.1711680112241319,0.7896440129449838,0.28134909195733643
0.15366049879324215,0.9271844660194175,0.2636300897170462
0.16928864569083446,0.8009708737864077,0.27950310559006214
0.16723549488054607,0.7928802588996764,0.27621195039458846
0.16487234697016304,0.8673139158576052,0.2770741793745154
0.16434892541087232,0.8414239482200647,0.2749867794817557
0.16430221049158694,0.8058252427184466,0.27295149355987947
